winner,target,hand cards,used cards
AI-origin,1,8 8 8 8 Q Q K K 2 2 2 2, 9 9 9 4 4 10 10 10 4 4 J J J 6 6 3 5 7 J A 
AI-origin,1,8 8 8 8 2 2 2 2, 9 9 9 4 4 10 10 10 4 4 J J J 6 6 3 5 7 J A 10 10 Q Q K K 
AI-origin,5,2 2 2 2, 9 9 9 4 4 10 10 10 4 4 J J J 6 6 3 5 7 J A 10 10 Q Q K K Q Q 
AI-origin,3,3 3 3 4 4 4 5 5 9 J J Q Q K K A A A A 2 2 2, 
AI-origin,4,3 3 3 4 4 4 5 5 9 A A A A 2 2 2, 6 7 8 9 10 
AI-origin,7,3 5 5 9 A A A A 2 2 2, 6 7 8 9 10 J J Q Q K K 
AI-origin,0,9, 6 7 8 9 10 J J Q Q K K 4 4 4 3 3 6 6 6 3 3 2 2 2 5 5 10 10 10 10 A A A A 
AI-GNB,3,3 4 5 7 7 7 8 8 8 9 9 9 9 10 10 10 10 10 Q Q K K, 
AI-GNB,6,3 4 5 9 9 9 9 10 10 10 10 10 Q Q K K, J Q K A 2 
AI-GNB,0,4 5 9 9 9 9 10 10 10 10 10 Q Q K K, J Q K A 2 7 7 7 8 8 8 
AI-GNB,0,5, J Q K A 2 7 7 7 8 8 8 3 10 5 5 5 3 3 Q 4 4 Q Q K K 7 7 K K 2 2 6 6 6 6 9 9 9 9 J J J J 10 10 10 10 10 
AI-origin,4,3 4 4 5 5 5 9 9 9 J J J J Q Q Q K K K K 2, 
AI-origin,7,3 5 5 5 J J J J Q Q Q K K K K 2, 6 6 7 7 8 8 
AI-origin,7,3 5 J J J J K K K K 2, 6 6 7 7 8 8 9 9 9 4 4 
AI-origin,0,5 J J J J K K K K 2, 6 6 7 7 8 8 9 9 9 4 4 Q Q Q 5 5 
AI-origin,0,J J J J K K K K, 6 6 7 7 8 8 9 9 9 4 4 Q Q Q 5 5 3 J 2 
AI-GNB,7,6 6 8 10 10 J Q Q K K 2 2, 8 8 8 3 3 9 9 9 4 4 J J J 5 5 A A A 5 5 
AI-GNB,0,6 6 10 10 J Q Q K K, 8 8 8 3 3 9 9 9 4 4 J J J 5 5 A A A 5 5 7 7 7 3 3 Q Q Q 7 7 10 10 10 10 K K K K A A 2 2 
AI-GNB,4,3 3 4 4 4 4 5 5 6 6 7 7 J J J Q A A 2 2 2, 
AI-GNB,7,4 4 4 4 5 5 6 6 7 7 Q A A 2 2 2, 8 8 9 9 10 10 
AI-GNB,7,4 4 4 4 6 6 7 7 Q A A, 8 8 9 9 10 10 J J J 3 3 
AI-GNB,1,4 4 4 4 7 7 Q A A, 8 8 9 9 10 10 J J J 3 3 2 2 2 5 5 
AI-GNB,7,3 4 4 4 4 5 6 6 7 7 7 7 8 9 9 9 9 J Q K K 2, 
AI-GNB,0,4 4 4 4 6 6 7 7 7 7 8 9 9 9 9 J Q K K 2, 10 10 10 5 5 Q Q Q 4 4 10 10 10 3 3 A A A 6 6 4 5 
AI-GNB,1,4 4 4 4 7 7 7 7 9 9 9 9 J Q K K 2, 10 10 10 5 5 Q Q Q 4 4 10 10 10 3 3 A A A 6 6 4 5 3 5 8 
AI-GNB,7,3 4 5 5 6 6 7 7 7 8 8 8 9 9 Q Q K K A 2 2 2, 
AI-GNB,7,3 4 6 6 7 7 7 8 8 8 9 9 Q Q K K A, J J J 4 4 
AI-GNB,6,3 4 6 6 9 9 Q Q K K A, J J J 4 4 2 2 2 5 5 
AI-GNB,0,4 6 6 9 9 Q Q K K A, J J J 4 4 2 2 2 5 5 7 7 7 8 8 8 
AI-GNB,0,6 6 9 9 Q Q K K, J J J 4 4 2 2 2 5 5 7 7 7 8 8 8 3 6 A 
AI-GNB,1,9 9 Q Q K K, J J J 4 4 2 2 2 5 5 7 7 7 8 8 8 3 6 A 4 
AI-origin,7,3 5 8 8 8 8 9 10 J J J Q Q Q K K A A A 2 2 2, 
AI-origin,6,3 5 8 8 8 8 9 10 K K A A A 2 2 2, 6 6 6 7 7 
AI-origin,6,3 5 8 8 8 8 9 10 K K, 6 6 6 7 7 J J J Q Q Q 
AI-origin,0,5 8 8 8 8 9 10 K K, 6 6 6 7 7 J J J Q Q Q A A A 2 2 2 
AI-origin,0,8 8 8 8 9 10 K K, 6 6 6 7 7 J J J Q Q Q A A A 2 2 2 3 
AI-origin,0,8 8 8 8 10 K K, 6 6 6 7 7 J J J Q Q Q A A A 2 2 2 3 5 
AI-origin,7,4 4 4 4 4 5 5 6 7 8 9 9 9 9 10 10 K K A A A 2, 
AI-origin,3,4 4 4 4 5 9 9 9 9 10 10 K K A A A 2, Q Q Q 3 3 
AI-origin,2,4 4 4 4 5 9 9 9 9 10 10 K K 2, Q Q Q 3 3 4 5 6 7 8 
AI-origin,0,4 4 4 4 9 9 9 9 10 10 K K 2, Q Q Q 3 3 4 5 6 7 8 A A A 
AI-origin,1,4 4 4 4 9 9 9 9 K K, Q Q Q 3 3 4 5 6 7 8 A A A 5 J 2 
AI-origin,1,4 4 4 4 9 9 9 9, Q Q Q 3 3 4 5 6 7 8 A A A 5 J 2 10 10 
AI-origin,5,9 9 9 9, Q Q Q 3 3 4 5 6 7 8 A A A 5 J 2 10 10 K K 
AI-origin,3,3 4 5 5 5 5 7 8 8 8 8 10 10 10 10 J Q, 5 5 5 4 4 6 6 6 3 3 
AI-origin,0,4 5 5 5 5 7 8 8 8 8 10 10 10 10 J Q, 5 5 5 4 4 6 6 6 3 3 J Q K A 2 
AI-origin,0,5 5 5 5 8 8 8 8 10 10 10 10 Q, 5 5 5 4 4 6 6 6 3 3 J Q K A 2 3 6 7 8 J 
AI-origin,5,8 8 8 8 10 10 10 10, 5 5 5 4 4 6 6 6 3 3 J Q K A 2 3 6 7 8 J 4 J Q 
AI-origin,5,, 5 5 5 4 4 6 6 6 3 3 J Q K A 2 3 6 7 8 J 4 J Q 5 5 5 5 9 9 9 9 10 10 10 10 
AI-GNB,7,3 8 8 9 10 10 10 10 J J K A A A 2 2 2, 5 5 5 3 3 6 6 6 4 4 
AI-GNB,6,3 8 8 9 10 10 10 10 J J K, 5 5 5 3 3 6 6 6 4 4 Q Q Q 5 5 
AI-GNB,0,8 8 9 10 10 10 10 J J K, 5 5 5 3 3 6 6 6 4 4 Q Q Q 5 5 A A A 2 2 2 
AI-GNB,4,3 4 4 4 4 5 6 6 7 7 7 8 8 8 9 9 9 10 10 10, K K A A 2 2 5 5 5 6 6 7 J 
AI-GNB,6,3 4 4 4 4 5 6 6 9 9 9 10 10 10, K K A A 2 2 5 5 5 6 6 7 J Q Q K K A A 
AI-GNB,6,3 4 4 4 4 5 6 6, K K A A 2 2 5 5 5 6 6 7 J Q Q K K A A 7 7 7 8 8 8 
AI-GNB,0,4 4 4 4 5 6 6, K K A A 2 2 5 5 5 6 6 7 J Q Q K K A A 7 7 7 8 8 8 9 9 9 10 10 10 
AI-origin,3,3 3 3 7 9 9 9 9 J J Q Q Q K K K K K A A, Q Q Q 3 3 2 2 2 4 4 3 4 10 2 
AI-origin,7,3 7 9 9 9 9 J J K K K K K A A, Q Q Q 3 3 2 2 2 4 4 3 4 10 2 4 5 6 7 8 
AI-origin,0,7 9 9 9 9 J J K K K K K A A, Q Q Q 3 3 2 2 2 4 4 3 4 10 2 4 5 6 7 8 Q Q Q 3 3 
AI-origin,0,9 9 9 9 K K K K K A A, Q Q Q 3 3 2 2 2 4 4 3 4 10 2 4 5 6 7 8 Q Q Q 3 3 3 A 7 7 J J 
AI-origin,1,9 9 9 9 K K K K K, Q Q Q 3 3 2 2 2 4 4 3 4 10 2 4 5 6 7 8 Q Q Q 3 3 3 A 7 7 J J 7 
AI-origin,5,K K K K K, Q Q Q 3 3 2 2 2 4 4 3 4 10 2 4 5 6 7 8 Q Q Q 3 3 3 A 7 7 J J 7 A A 
AI-origin,4,3 3 4 5 5 9 9 9 9 10 10 J Q Q Q K K A A A 2, 
AI-origin,7,4 9 9 9 9 10 10 J K K 2, 6 6 7 7 8 8 K K A A 2 2 6 6 6 7 7 Q Q Q 3 3 
AI-origin,0,9 9 9 9 10 10 J K K 2, 6 6 7 7 8 8 K K A A 2 2 6 6 6 7 7 Q Q Q 3 3 A A A 5 5 
AI-origin,1,9 9 9 9 K K 2, 6 6 7 7 8 8 K K A A 2 2 6 6 6 7 7 Q Q Q 3 3 A A A 5 5 4 10 J 
AI-origin,0,, 6 6 7 7 8 8 K K A A 2 2 6 6 6 7 7 Q Q Q 3 3 A A A 5 5 4 10 J 10 10 J J K K 4 4 4 4 9 9 9 9 
AI-origin,3,3 3 3 3 4 4 4 5 5 6 7 7 9 9 10 10 10 10 10 K K 2, 
AI-origin,7,6 7 7 9 9 K K 2, 8 9 10 J Q 10 J Q K A 7 7 7 3 3 8 8 8 4 4 Q Q Q 5 5 3 3 3 3 2 2 2 2 10 10 10 10 10 
AI-origin,0,7 7 9 9 K K 2, 8 9 10 J Q 10 J Q K A 7 7 7 3 3 8 8 8 4 4 Q Q Q 5 5 3 3 3 3 2 2 2 2 10 10 10 10 10 4 4 4 5 5 
AI-origin,1,9 9 K K, 8 9 10 J Q 10 J Q K A 7 7 7 3 3 8 8 8 4 4 Q Q Q 5 5 3 3 3 3 2 2 2 2 10 10 10 10 10 4 4 4 5 5 6 9 2 
AI-origin,1,K K, 8 9 10 J Q 10 J Q K A 7 7 7 3 3 8 8 8 4 4 Q Q Q 5 5 3 3 3 3 2 2 2 2 10 10 10 10 10 4 4 4 5 5 6 9 2 7 7 
AI-origin,1,, 8 9 10 J Q 10 J Q K A 7 7 7 3 3 8 8 8 4 4 Q Q Q 5 5 3 3 3 3 2 2 2 2 10 10 10 10 10 4 4 4 5 5 6 9 2 7 7 9 9 
AI-origin,7,5 5 6 6 7 7 7 7 8 8 10 J Q Q Q Q K K K A A 2, 
AI-origin,7,6 6 7 7 7 7 8 8 10 J Q Q Q Q A A 2, 4 4 4 3 3 
AI-origin,0,6 6 7 7 7 7 8 8 J Q Q Q Q A A 2, 4 4 4 3 3 K K K 5 5 
AI-origin,1,7 7 7 7 8 8 J Q Q Q Q A A 2, 4 4 4 3 3 K K K 5 5 10 
AI-origin,1,7 7 7 7 J Q Q Q Q 2, 4 4 4 3 3 K K K 5 5 10 6 6 Q Q A A 
AI-origin,0,7 7 7 7 Q Q Q Q, 4 4 4 3 3 K K K 5 5 10 6 6 Q Q A A 8 8 K K 7 J 
AI-origin,5,Q Q Q Q, 4 4 4 3 3 K K K 5 5 10 6 6 Q Q A A 8 8 K K 7 J 2 
AI-GNB,7,4 4 7 7 8 8 8 8 9 9 10 10 J Q K K K A A A 2 2, 
AI-GNB,7,8 8 8 8 9 9 10 10 J Q 2 2, 6 6 6 3 3 A A A 5 5 3 3 3 4 4 K K K 4 4 
AI-GNB,1,8 8 8 8 10 10 J Q 2 2, 6 6 6 3 3 A A A 5 5 3 3 3 4 4 K K K 4 4 A A A 7 7 
AI-GNB,1,8 8 8 8 J Q, 6 6 6 3 3 A A A 5 5 3 3 3 4 4 K K K 4 4 A A A 7 7 9 9 10 10 2 2 
AI-GNB,3,4 4 5 7 7 8 8 8 9 9 9 10 10 J J Q Q Q K 2 2 2, 
AI-GNB,7,5 7 7 8 8 8 9 9 9 10 10 J J K 2 2 2, 3 4 5 6 7 
AI-GNB,7,5 8 8 8 9 9 9 10 10 J J K, 3 4 5 6 7 Q Q Q 4 4 
AI-GNB,6,5 10 10 J J K, 3 4 5 6 7 Q Q Q 4 4 2 2 2 7 7 
AI-origin,7,6 8 8 9 J J Q Q Q Q K A A 2 2 2 2, 8 9 10 J Q 3 3 3 5 5 4 4 4 7 7 
AI-origin,0,8 8 9 Q Q Q Q K 2 2 2 2, 8 9 10 J Q 3 3 3 5 5 4 4 4 7 7 3 3 3 5 5 4 4 4 7 7 10 10 J J K K A A 
AI-origin,0,8 8 Q Q Q Q K 2 2 2 2, 8 9 10 J Q 3 3 3 5 5 4 4 4 7 7 3 3 3 5 5 4 4 4 7 7 10 10 J J K K A A 6 
AI-origin,1,Q Q Q Q K 2 2 2 2, 8 9 10 J Q 3 3 3 5 5 4 4 4 7 7 3 3 3 5 5 4 4 4 7 7 10 10 J J K K A A 6 9 
AI-origin,0,2 2 2 2, 8 9 10 J Q 3 3 3 5 5 4 4 4 7 7 3 3 3 5 5 4 4 4 7 7 10 10 J J K K A A 6 9 8 8 J J Q Q Q Q 
AI-origin,7,3 3 3 3 4 5 9 9 10 10 10 J J J Q Q A A 2 2 2 2, 
AI-origin,6,3 3 3 3 4 5 9 9 2 2 2 2, 6 6 6 3 3 A A A 7 7 6 6 6 3 3 5 Q 2 10 10 Q Q K K A A 
AI-origin,0,3 3 3 3 5 9 9 2 2 2 2, 6 6 6 3 3 A A A 7 7 6 6 6 3 3 5 Q 2 10 10 Q Q K K A A 10 10 10 J J J 
AI-origin,0,3 3 3 3 9 9 2 2 2 2, 6 6 6 3 3 A A A 7 7 6 6 6 3 3 5 Q 2 10 10 Q Q K K A A 10 10 10 J J J 4 
AI-origin,1,3 3 3 3 2 2 2 2, 6 6 6 3 3 A A A 7 7 6 6 6 3 3 5 Q 2 10 10 Q Q K K A A 10 10 10 J J J 4 5 
AI-origin,5,2 2 2 2, 6 6 6 3 3 A A A 7 7 6 6 6 3 3 5 Q 2 10 10 Q Q K K A A 10 10 10 J J J 4 5 9 9 
AI-origin,6,7 7 7 7 7 8 8 8 9 9 9 J Q K K A A A 2 2 2, 
AI-origin,6,7 7 7 7 7 J Q K K, 5 5 5 6 6 6 K K K A A A A A A 2 2 2 
AI-origin,0,7 7 7 7 7 Q K K, 5 5 5 6 6 6 K K K A A A A A A 2 2 2 8 8 8 9 9 9 
AI-origin,1,, 5 5 5 6 6 6 K K K A A A A A A 2 2 2 8 8 8 9 9 9 J Q 5 5 5 3 3 3 Q J J J J J 6 7 7 7 7 7 7 
AI-SVM,7,3 5 7 7 7 8 8 8 9 9 10 10 Q K K A A, 4 4 4 3 3 6 6 6 3 3 
AI-SVM,6,3 5 9 9 10 10 Q K K A A, 4 4 4 3 3 6 6 6 3 3 2 2 2 4 4 
AI-SVM,0,5 9 9 10 10 Q K K A A, 4 4 4 3 3 6 6 6 3 3 2 2 2 4 4 7 7 7 8 8 8 
AI-SVM,3,3 3 4 4 4 5 5 5 7 8 8 8 10 10 J J Q Q A A 2 2, 
AI-SVM,4,4 4 4 5 5 5 7 A A 2 2, 9 10 J Q K J Q K A 2 7 7 7 5 5 8 8 8 3 3 
AI-SVM,6,7 A A 2 2, 9 10 J Q K J Q K A 2 7 7 7 5 5 8 8 8 3 3 10 10 J J Q Q 
AI-origin,7,3 4 4 7 7 7 8 8 J K K K K A 2 2 2, 7 7 7 4 4 10 10 10 6 6 
AI-origin,7,3 8 8 J K K K K A 2 2 2, 7 7 7 4 4 10 10 10 6 6 5 5 5 3 3 
AI-origin,2,3 8 8 J K K K K A, 7 7 7 4 4 10 10 10 6 6 5 5 5 3 3 7 7 7 4 4 
AI-origin,0,8 8 J K K K K A, 7 7 7 4 4 10 10 10 6 6 5 5 5 3 3 7 7 7 4 4 2 2 2 
AI-origin,1,, 7 7 7 4 4 10 10 10 6 6 5 5 5 3 3 7 7 7 4 4 2 2 2 3 4 J 8 8 8 8 K K K K A A A A 3 A 
AI-origin,4,3 3 3 4 4 4 5 5 5 6 7 7 9 K K K K 2 2 2 2, 
AI-origin,7,3 5 5 5 7 7 9 2 2 2 2, 10 10 J J Q Q K K A A 2 2 3 4 5 6 7 5 6 J 7 7 8 8 10 10 10 10 K K K K 
AI-origin,7,3 9 2 2 2 2, 10 10 J J Q Q K K A A 2 2 3 4 5 6 7 5 6 J 7 7 8 8 10 10 10 10 K K K K 4 4 4 3 3 
AI-origin,0,9 2 2 2 2, 10 10 J J Q Q K K A A 2 2 3 4 5 6 7 5 6 J 7 7 8 8 10 10 10 10 K K K K 4 4 4 3 3 5 5 5 7 7 
AI-origin,0,, 10 10 J J Q Q K K A A 2 2 3 4 5 6 7 5 6 J 7 7 8 8 10 10 10 10 K K K K 4 4 4 3 3 5 5 5 7 7 3 9 2 2 2 2 
AI-origin,7,5 5 5 5 5 6 6 8 8 10 10 J Q Q Q K K K A A A A, 
AI-origin,6,5 5 5 5 5 6 6 8 8 10 10 J A A A A, 2 2 2 3 3 
AI-origin,1,5 5 5 5 5 8 8 10 10 J A A A A, 2 2 2 3 3 Q Q Q K K K 
AI-origin,1,5 5 5 5 5 A A A A, 2 2 2 3 3 Q Q Q K K K 6 6 J J 7 7 7 3 3 3 J A 4 9 2 8 8 10 10 
AI-origin,5,A A A A, 2 2 2 3 3 Q Q Q K K K 6 6 J J 7 7 7 3 3 3 J A 4 9 2 8 8 10 10 8 8 
AI-origin,5,, 2 2 2 3 3 Q Q Q K K K 6 6 J J 7 7 7 3 3 3 J A 4 9 2 8 8 10 10 8 8 5 5 5 5 5 
AI-SVM,3,3 3 3 5 5 10 Q Q Q Q K K K A A A, 3 6 7 8 A 6 6 7 7 9 9 2 2 
AI-SVM,7,3 5 5 10 Q Q Q Q A A A, 3 6 7 8 A 6 6 7 7 9 9 2 2 7 8 9 10 J 
AI-SVM,7,3 10 Q Q Q Q, 3 6 7 8 A 6 6 7 7 9 9 2 2 7 8 9 10 J K K K 3 3 
AI-SVM,0,10, 3 6 7 8 A 6 6 7 7 9 9 2 2 7 8 9 10 J K K K 3 3 A A A 5 5 4 4 4 4 Q Q Q Q 
AI-SVM,3,3 3 4 6 6 6 7 7 8 8 9 9 9 9 10 10 J K K K K A, 
AI-SVM,7,4 7 7 8 8 9 9 9 9 10 10 J K K K K A, J Q K A 2 
AI-SVM,0,7 7 8 8 9 9 9 9 10 10 K K K K, J Q K A 2 6 6 6 3 3 9 9 9 5 5 4 J 2 6 A 
AI-SVM,1,8 8 9 9 9 9 10 10 K K K K, J Q K A 2 6 6 6 3 3 9 9 9 5 5 4 J 2 6 A 4 
AI-origin,7,5 5 6 6 8 8 8 9 9 9 10 10 J J J Q Q K K K A A, 
AI-origin,7,8 8 8 9 9 9 10 10 Q Q A A, 7 7 7 4 4 Q Q Q 4 4 K K K 6 6 
AI-origin,6,Q Q A A, 7 7 7 4 4 Q Q Q 4 4 K K K 6 6 J J J 5 5 K K K 5 5 6 6 6 3 3 7 7 10 10 
AI-origin,1,, 7 7 7 4 4 Q Q Q 4 4 K K K 6 6 J J J 5 5 K K K 5 5 6 6 6 3 3 7 7 10 10 8 8 8 9 9 9 A A A 2 2 2 8 8 Q Q 
AI-SVM,3,3 3 3 4 4 4 5 5 6 6 7 7 7 8 8 8 9 10 10 J J A, 
AI-SVM,7,3 5 5 6 6 7 7 7 8 8 8 9 10 10 J J A, J Q K A 2 
AI-SVM,7,3 6 6 8 8 8 9 J J A, J Q K A 2 4 4 4 3 3 Q Q Q 3 3 A 5 5 10 10 
AI-SVM,7,3 9 J J A, J Q K A 2 4 4 4 3 3 Q Q Q 3 3 A 5 5 10 10 7 7 7 5 5 
AI-origin,4,3 4 4 4 4 4 6 6 6 8 8 8 9 2 2 2 2, 4 4 4 5 5 5 10 Q 2 6 6 7 7 8 8 A A 
AI-origin,2,3 4 4 4 4 4 8 8 8 9 2 2 2 2, 4 4 4 5 5 5 10 Q 2 6 6 7 7 8 8 A A 10 10 J J Q Q 
AI-origin,2,3 4 4 4 4 4 9 2 2 2 2, 4 4 4 5 5 5 10 Q 2 6 6 7 7 8 8 A A 10 10 J J Q Q 6 6 6 
AI-origin,0,4 4 4 4 4 9 2 2 2 2, 4 4 4 5 5 5 10 Q 2 6 6 7 7 8 8 A A 10 10 J J Q Q 6 6 6 8 8 8 
AI-origin,0,4 4 4 4 4 2 2 2 2, 4 4 4 5 5 5 10 Q 2 6 6 7 7 8 8 A A 10 10 J J Q Q 6 6 6 8 8 8 3 
AI-origin,5,2 2 2 2, 4 4 4 5 5 5 10 Q 2 6 6 7 7 8 8 A A 10 10 J J Q Q 6 6 6 8 8 8 3 9 
AI-origin,5,, 4 4 4 5 5 5 10 Q 2 6 6 7 7 8 8 A A 10 10 J J Q Q 6 6 6 8 8 8 3 9 4 4 4 4 4 
AI-SVM,3,3 3 3 4 5 5 5 6 6 8 10 10 Q Q K K A A 2 2 2 2, 
AI-SVM,4,3 3 3 4 5 5 5 6 6 8 10 10 2 2 2 2, 7 8 9 10 J 
AI-SVM,7,3 4 6 6 8 10 10 2 2 2 2, 7 8 9 10 J Q Q K K A A 
AI-SVM,0,6 6, 7 8 9 10 J Q Q K K A A 5 5 5 3 3 10 10 10 3 3 3 4 7 8 2 6 6 10 10 J J 9 9 K K A A Q Q Q 4 4 2 2 2 2 
AI-origin,4,3 3 4 4 4 5 10 10 10 J Q Q Q Q Q K A A 2 2 2, 
AI-origin,7,4 4 4 5 Q Q Q Q Q K 2 2 2, 6 6 7 7 8 8 8 8 9 9 10 10 7 J 2 5 5 A A 
AI-origin,7,4 5 Q Q Q Q Q K, 6 6 7 7 8 8 8 8 9 9 10 10 7 J 2 5 5 A A 10 10 10 3 3 
AI-origin,0,5 Q Q Q Q Q K, 6 6 7 7 8 8 8 8 9 9 10 10 7 J 2 5 5 A A 10 10 10 3 3 2 2 2 4 4 
AI-origin,0,K, 6 6 7 7 8 8 8 8 9 9 10 10 7 J 2 5 5 A A 10 10 10 3 3 2 2 2 4 4 4 J J J J Q Q Q Q Q 
AI-origin,3,3 3 3 3 4 5 5 6 8 10 10 10 J J Q Q K K K A A A, 
AI-origin,7,3 3 3 3 4 6 8 J J Q Q K K K A A A, 5 6 7 8 9 
AI-origin,6,3 3 3 3 4 6 8 J J Q Q, 5 6 7 8 9 10 10 10 5 5 
AI-origin,1,3 3 3 3 Q Q, 5 6 7 8 9 10 10 10 5 5 K K K A A A A A A 2 2 2 3 4 7 8 Q 4 6 
AI-SVM,4,3 3 4 4 5 5 5 6 6 7 7 J J J Q K K A A A 2, 
AI-SVM,7,6 6 7 7 Q K K A A A 2, 8 8 9 9 10 10 K K A A 2 2 8 8 8 3 3 J J J 4 4 
AI-SVM,7,7 7 Q K K 2, 8 8 9 9 10 10 K K A A 2 2 8 8 8 3 3 J J J 4 4 5 5 5 3 3 
AI-SVM,1,Q 2, 8 8 9 9 10 10 K K A A 2 2 8 8 8 3 3 J J J 4 4 5 5 5 3 3 A A A 6 6 9 9 9 9 7 7 K K 
AI-origin,0,6 6 6 6 7 8 10 10 J J Q Q Q Q K K A A A A A, 3 4 5 6 7 6 7 8 9 10 J J J 3 3 2 2 2 4 4 
AI-origin,0,8 J J Q Q Q Q K K A A A A A, 3 4 5 6 7 6 7 8 9 10 J J J 3 3 2 2 2 4 4 5 9 Q A 5 5 10 10 K K 6 6 6 6 
AI-origin,0,J J Q Q Q Q K K A A A A A, 3 4 5 6 7 6 7 8 9 10 J J J 3 3 2 2 2 4 4 5 9 Q A 5 5 10 10 K K 6 6 6 6 7 
AI-origin,1,Q Q Q Q K K A A A A A, 3 4 5 6 7 6 7 8 9 10 J J J 3 3 2 2 2 4 4 5 9 Q A 5 5 10 10 K K 6 6 6 6 7 8 
AI-origin,1,Q Q Q Q A A A A A, 3 4 5 6 7 6 7 8 9 10 J J J 3 3 2 2 2 4 4 5 9 Q A 5 5 10 10 K K 6 6 6 6 7 8 J J 
AI-origin,5,A A A A A, 3 4 5 6 7 6 7 8 9 10 J J J 3 3 2 2 2 4 4 5 9 Q A 5 5 10 10 K K 6 6 6 6 7 8 J J K K 
AI-origin,5,, 3 4 5 6 7 6 7 8 9 10 J J J 3 3 2 2 2 4 4 5 9 Q A 5 5 10 10 K K 6 6 6 6 7 8 J J K K Q Q Q Q 
AI-SVM,3,3 3 5 5 6 6 6 8 8 9 10 J Q K 2 2 2, 10 10 10 4 4 A A A 4 4 
AI-SVM,3,3 3 5 5 6 6 6 8 8 2 2 2, 10 10 10 4 4 A A A 4 4 7 8 9 10 J 
AI-SVM,7,5 5 8 8 2 2 2, 10 10 10 4 4 A A A 4 4 7 8 9 10 J 9 10 J Q K 
AI-SVM,1,8 8, 10 10 10 4 4 A A A 4 4 7 8 9 10 J 9 10 J Q K 6 6 6 3 3 Q Q Q Q 3 4 2 8 8 9 9 J J 7 7 7 2 2 2 
AI-origin,7,3 4 4 5 5 6 6 8 8 8 9 9 9 10 10 J J J K A A 2, 
AI-origin,7,3 6 6 10 10 J J J K A A 2, 7 7 7 3 3 8 8 8 6 6 9 9 9 5 5 
AI-origin,7,3 10 10 K A A 2, 7 7 7 3 3 8 8 8 6 6 9 9 9 5 5 8 8 8 4 4 
AI-origin,0,10 10 A A, 7 7 7 3 3 8 8 8 6 6 9 9 9 5 5 8 8 8 4 4 J J J 6 6 Q Q Q Q 3 K 2 7 2 
AI-origin,1,, 7 7 7 3 3 8 8 8 6 6 9 9 9 5 5 8 8 8 4 4 J J J 6 6 Q Q Q Q 3 K 2 7 2 3 9 10 K J J A A 
AI-SVM,7,4 4 5 6 6 9 9 10 10 10 10 10 J J J J Q K K 2 2 2, 
AI-SVM,0,6 6 9 9 10 10 10 10 10 J J J J Q K K, 8 8 8 3 3 Q Q Q 4 4 2 2 2 4 4 
AI-SVM,1,J J J J K K, 8 8 8 3 3 Q Q Q 4 4 2 2 2 4 4 5 10 Q K 2 2 2 5 5 J 7 7 8 8 9 9 6 6 9 9 A A 10 10 10 10 10 
AI-SVM,7,6 6 7 7 7 7 8 8 8 8 Q Q K K 2 2, 9 9 9 5 5 J J J 5 5 Q Q Q 6 6 7 9 
AI-SVM,1,7 7 7 7 8 8 8 8 Q Q K K 2 2, 9 9 9 5 5 J J J 5 5 Q Q Q 6 6 7 9 4 4 4 3 3 
AI-SVM,1,7 7 7 7 8 8 8 8 K K, 9 9 9 5 5 J J J 5 5 Q Q Q 6 6 7 9 4 4 4 3 3 6 6 K K 2 2 
AI-SVM,3,3 3 3 4 4 5 5 7 7 10 J Q K A 2 2 2, 10 10 10 J J J 3 10 Q 5 7 A 9 9 9 2 2 2 8 8 6 6 6 6 A A A A 
AI-origin,3,4 4 4 4 6 6 7 7 8 8 10 10 10 J Q Q Q K A 2 2 2, 
AI-origin,3,4 4 4 4 6 6 7 7 8 8 10 10 Q Q 2 2 2, 5 6 7 8 9 
AI-origin,4,4 4 4 4 10 10 Q Q 2 2 2, 5 6 7 8 9 10 J Q K A 
AI-origin,2,4 4 4 4 10 10 Q Q, 5 6 7 8 9 10 J Q K A 6 6 7 7 8 8 
AI-origin,1,4 4 4 4 Q Q, 5 6 7 8 9 10 J Q K A 6 6 7 7 8 8 2 2 2 
AI-origin,3,6 6 7 8 8 8 8 8 9 9 9 10 J Q Q A A A A A, 7 7 7 4 4 9 9 9 5 5 Q Q Q 6 6 3 5 10 2 
AI-origin,3,6 6 8 8 8 8 9 9 Q Q A A A A A, 7 7 7 4 4 9 9 9 5 5 Q Q Q 6 6 3 5 10 2 3 4 5 6 7 
AI-origin,1,8 8 8 8 9 9 Q Q A A A A A, 7 7 7 4 4 9 9 9 5 5 Q Q Q 6 6 3 5 10 2 3 4 5 6 7 7 8 9 10 J 
AI-origin,1,8 8 8 8 Q Q A A A A A, 7 7 7 4 4 9 9 9 5 5 Q Q Q 6 6 3 5 10 2 3 4 5 6 7 7 8 9 10 J 6 6 
AI-origin,1,8 8 8 8 A A A A A, 7 7 7 4 4 9 9 9 5 5 Q Q Q 6 6 3 5 10 2 3 4 5 6 7 7 8 9 10 J 6 6 9 9 
AI-origin,5,A A A A A, 7 7 7 4 4 9 9 9 5 5 Q Q Q 6 6 3 5 10 2 3 4 5 6 7 7 8 9 10 J 6 6 9 9 Q Q 
AI-origin,0,5 5 5 5 6 6 6 6 6 7 7 7 7 8 10 Q K K K K 2, 8 8 8 4 4 A A A 3 3 
AI-origin,0,5 5 5 5 6 6 6 6 6 7 7 7 7 Q K K K K 2, 8 8 8 4 4 A A A 3 3 4 2 3 8 
